pc_time,samp_num,ph_time,v_bat,v_bias_pos,v_bias_neg,t_board,h_board,vrse,vrse_std,cevk,cevk_std,ce_ik,i_sub,cal_temp,cal_sal,k0,k2,pH_free,ph_total
2024-08-09 21:01:30.492707,4673,08/09/2024 21:01:24,6.82,3.62,-3.61,25.49,44.0,-0.950283,5e-06,-0.908858,3e-06,33.84,-5.516,25,30,-1.42765,-0.001037,7.927296903632269,7.82618511904428
2024-08-09 21:01:42.353695,4674,08/09/2024 21:01:35,6.82,3.62,-3.61,25.1,44.0,-0.950285,8e-06,-0.908876,8e-06,32.98,-5.322,25,30,-1.42765,-0.001037,7.92726309674027,7.826151312152281
2024-08-09 21:01:54.216558,4675,08/09/2024 21:01:47,6.82,3.62,-3.61,25.1,44.0,-0.950338,1.3e-05,-0.908918,1e-05,33.76,-5.215,25,30,-1.42765,-0.001037,7.926367214102377,7.825255429514388
2024-08-09 21:02:06.080485,4676,08/09/2024 21:01:59,6.8,3.62,-3.61,25.23,44.0,-0.949689,8e-06,-0.908276,5e-06,34.31,-7.291,25,30,-1.42765,-0.001037,7.937337550555093,7.836225765967105
2024-08-09 21:02:17.940105,4677,08/09/2024 21:02:11,6.8,3.62,-3.61,25.1,44.0,-0.949738,1e-05,-0.908333,5e-06,33.82,-7.224,25,30,-1.42765,-0.001037,7.93650928170119,7.835397497113202
2024-08-09 21:02:29.828995,4678,08/09/2024 21:02:23,6.8,3.62,-3.61,25.1,44.0,-0.949788,1e-05,-0.908384,8e-06,34.26,-7.125,25,30,-1.42765,-0.001037,7.93566410940129,7.834552324813301
2024-08-09 21:02:41.701929,4679,08/09/2024 21:02:35,6.81,3.62,-3.61,25.23,44.0,-0.94982,7e-06,-0.908434,3e-06,33.48,-7.096,25,30,-1.42765,-0.001037,7.935123199129353,7.834011414541364
2024-08-09 21:02:53.567224,4680,08/09/2024 21:02:47,6.79,3.62,-3.61,25.49,44.0,-0.949711,7e-06,-0.908314,8e-06,33.77,-7.356,25,30,-1.42765,-0.001037,7.936965674743138,7.835853890155149
2024-08-09 21:03:05.437766,4681,08/09/2024 21:02:58,6.79,3.62,-3.61,24.97,44.0,-0.949638,9e-06,-0.908252,8e-06,33.98,-7.635,25,30,-1.42765,-0.001037,7.938199626300993,7.8370878417130045
2024-08-09 21:03:17.299082,4682,08/09/2024 21:03:10,6.79,3.62,-3.61,25.23,44.0,-0.949612,8e-06,-0.90823,3e-06,33.74,-7.829,25,30,-1.42765,-0.001037,7.938639115896941,7.837527331308952
2024-08-09 21:03:29.201574,4683,08/09/2024 21:03:22,6.78,3.62,-3.61,25.1,44.0,-0.949411,4e-06,-0.90808,9e-06,34.47,-8.344,25,30,-1.42765,-0.001037,7.9420367085425445,7.840924923954556
2024-08-09 21:03:41.059691,4684,08/09/2024 21:03:34,6.8,3.62,-3.61,25.23,44.0,-0.949294,7e-06,-0.907939,4e-06,34.39,-8.856,25,30,-1.42765,-0.001037,7.944014411724313,7.842902627136325
2024-08-09 21:03:52.930922,4685,08/09/2024 21:03:46,6.79,3.62,-3.61,25.23,44.0,-0.949138,6e-06,-0.907781,4e-06,34.31,-9.363,25,30,-1.42765,-0.001037,7.946651349300004,7.845539564712015
2024-08-09 21:04:04.828945,4686,08/09/2024 21:03:58,6.79,3.62,-3.61,24.97,44.0,-0.94909,6e-06,-0.907741,5e-06,33.68,-9.574,25,30,-1.42765,-0.001037,7.9474627147079095,7.846350930119921
2024-08-09 21:04:16.691592,4687,08/09/2024 21:04:10,6.78,3.62,-3.61,25.23,44.0,-0.949141,1.1e-05,-0.907799,5e-06,33.63,-9.559,25,30,-1.42765,-0.001037,7.946600638962011,7.845488854374023
2024-08-09 21:04:28.560296,4688,08/09/2024 21:04:22,6.78,3.62,-3.61,25.36,44.0,-0.949259,8e-06,-0.907923,1.2e-05,34.26,-9.175,25,30,-1.42765,-0.001037,7.944606032334245,7.843494247746256
2024-08-09 21:04:40.424088,4689,08/09/2024 21:04:33,6.78,3.62,-3.61,25.49,44.0,-0.949245,1e-05,-0.907922,7e-06,34.03,-9.261,25,30,-1.42765,-0.001037,7.944842680578216,7.843730895990228
2024-08-09 21:04:52.283030,4690,08/09/2024 21:04:45,6.78,3.62,-3.61,25.36,44.0,-0.949213,8e-06,-0.907899,8e-06,33.41,-9.323,25,30,-1.42765,-0.001037,7.945383590850153,7.844271806262165
2024-08-09 21:05:04.158392,4691,08/09/2024 21:04:57,6.78,3.62,-3.61,25.23,44.0,-0.949206,1e-05,-0.907905,5e-06,33.76,-9.351,25,30,-1.42765,-0.001037,7.94550191497214,7.844390130384151
2024-08-09 21:05:16.031479,4692,08/09/2024 21:05:09,6.79,3.62,-3.61,25.23,44.0,-0.949207,6e-06,-0.907915,1e-05,33.69,-9.356,25,30,-1.42765,-0.001037,7.945485011526141,7.844373226938152
2024-08-09 21:05:27.921641,4693,08/09/2024 21:05:21,6.78,3.62,-3.61,25.23,44.0,-0.949179,1.1e-05,-0.907889,9e-06,33.94,-9.322,25,30,-1.42765,-0.001037,7.945958308014085,7.844846523426097
2024-08-09 21:05:39.772974,4694,08/09/2024 21:05:33,6.8,3.62,-3.61,25.23,44.0,-0.949195,8e-06,-0.907895,3e-06,34.02,-9.292,25,30,-1.42765,-0.001037,7.945687852878117,7.844576068290128
2024-08-09 21:05:51.636653,4695,08/09/2024 21:05:45,6.78,3.62,-3.61,24.97,44.0,-0.949211,7e-06,-0.907927,9e-06,33.98,-9.199,25,30,-1.42765,-0.001037,7.9454173977421485,7.84430561315416
2024-08-09 21:06:03.504636,4696,08/09/2024 21:05:57,6.78,3.62,-3.61,25.23,44.0,-0.949185,7e-06,-0.907908,5e-06,33.81,-9.224,25,30,-1.42765,-0.001037,7.945856887338098,7.844745102750109
2024-08-09 21:06:15.394083,4697,08/09/2024 21:06:08,6.78,3.62,-3.61,25.23,44.0,-0.949072,7e-06,-0.907825,1e-05,33.51,-9.655,25,30,-1.42765,-0.001037,7.947766976735875,7.846655192147886
2024-08-09 21:06:27.266171,4698,08/09/2024 21:06:20,6.78,3.62,-3.61,25.23,44.0,-0.94901,1.1e-05,-0.907757,8e-06,33.69,-9.877,25,30,-1.42765,-0.001037,7.948814990387752,7.847703205799763
2024-08-09 21:06:39.127135,4699,08/09/2024 21:06:32,6.78,3.62,-3.61,25.23,44.0,-0.950125,6e-06,-0.908869,5e-06,33.24,-6.276,25,30,-1.42765,-0.001037,7.929967648099955,7.828855863511966
2024-08-09 21:06:51.000091,4700,08/09/2024 21:06:44,6.79,3.62,-3.61,25.23,44.0,-0.948952,8e-06,-0.907696,1.1e-05,33.79,-9.757,25,30,-1.42765,-0.001037,7.949795390255637,7.848683605667648
2024-08-09 21:07:02.894996,4701,08/09/2024 21:06:56,6.78,3.62,-3.61,25.23,44.0,-0.949109,6e-06,-0.907868,4e-06,32.8,-9.316,25,30,-1.42765,-0.001037,7.947141549233948,7.84602976464596
2024-08-09 21:07:14.751117,4702,08/09/2024 21:07:08,6.78,3.62,-3.61,25.23,44.0,-0.949127,8e-06,-0.907908,9e-06,33.54,-9.17,25,30,-1.42765,-0.001037,7.946837287205983,7.845725502617994
2024-08-09 21:07:26.624227,4703,08/09/2024 21:07:20,6.78,3.62,-3.61,25.1,44.0,-0.949101,8e-06,-0.907862,6e-06,34.21,-9.438,25,30,-1.42765,-0.001037,7.947276776801933,7.846164992213944
2024-08-09 21:07:38.473991,4704,08/09/2024 21:07:31,6.77,3.62,-3.61,24.97,44.0,-0.949163,5e-06,-0.90794,6e-06,33.79,-9.303,25,30,-1.42765,-0.001037,7.946228763150054,7.845116978562065
2024-08-09 21:07:50.346175,4705,08/09/2024 21:07:43,6.79,3.62,-3.61,25.36,44.0,-0.949145,8e-06,-0.907935,5e-06,33.66,-9.283,25,30,-1.42765,-0.001037,7.946533025178019,7.8454212405900305
2024-08-09 21:08:02.220560,4706,08/09/2024 21:07:55,6.77,3.62,-3.61,25.49,44.0,-0.949037,1e-05,-0.907815,6e-06,34.54,-9.683,25,30,-1.42765,-0.001037,7.948358597345805,7.847246812757816
2024-08-09 21:08:14.093968,4707,08/09/2024 21:08:07,6.78,3.62,-3.61,25.23,44.0,-0.948959,1.3e-05,-0.907771,7e-06,33.72,-9.881,25,30,-1.42765,-0.001037,7.949677066133652,7.848565281545663
2024-08-09 21:08:25.982724,4708,08/09/2024 21:08:19,6.78,3.62,-3.61,25.23,44.0,-0.948962,1e-05,-0.907779,2e-06,34.29,-9.927,25,30,-1.42765,-0.001037,7.949626355795657,7.8485145712076685
2024-08-09 21:08:37.847291,4709,08/09/2024 21:08:31,6.77,3.62,-3.61,25.1,44.0,-0.949111,9e-06,-0.907877,1.3e-05,33.41,-9.769,25,30,-1.42765,-0.001037,7.947107742341951,7.845995957753963
2024-08-09 21:08:49.718989,4710,08/09/2024 21:08:43,6.78,3.62,-3.61,25.23,44.0,-0.94893,9e-06,-0.907731,1.1e-05,33.82,-10.104,25,30,-1.42765,-0.001037,7.950167266067592,7.849055481479604
2024-08-09 21:09:01.593725,4711,08/09/2024 21:08:55,6.79,3.62,-3.61,25.36,44.0,-0.948899,6e-06,-0.907722,5e-06,33.79,-10.214,25,30,-1.42765,-0.001037,7.950691272893532,7.849579488305543
2024-08-09 21:09:13.469510,4712,08/09/2024 21:09:06,6.78,3.62,-3.61,25.23,44.0,-0.948808,7e-06,-0.907647,6e-06,33.87,-10.435,25,30,-1.42765,-0.001037,7.952229486479353,7.851117701891364
2024-08-09 21:09:25.344667,4713,08/09/2024 21:09:18,6.78,3.62,-3.61,25.23,44.0,-0.948828,9e-06,-0.907654,1e-05,34.15,-10.466,25,30,-1.42765,-0.001037,7.951891417559392,7.8507796329714035
2024-08-09 21:09:37.218861,4714,08/09/2024 21:09:30,6.77,3.62,-3.61,25.23,44.0,-0.948765,1e-05,-0.907575,1.7e-05,33.07,-10.832,25,30,-1.42765,-0.001037,7.9529563346572685,7.85184455006928
2024-08-09 21:09:49.074653,4715,08/09/2024 21:09:42,6.77,3.62,-3.61,25.23,44.0,-0.948888,8e-06,-0.907733,9e-06,34.21,-10.281,25,30,-1.42765,-0.001037,7.950877210799512,7.8497654262115235
2024-08-09 21:10:00.950767,4716,08/09/2024 21:09:54,6.77,3.62,-3.61,25.23,44.0,-0.948882,3e-06,-0.907743,8e-06,33.89,-10.086,25,30,-1.42765,-0.001037,7.9509786314754995,7.849866846887511
2024-08-09 21:10:12.826526,4717,08/09/2024 21:10:06,6.78,3.62,-3.61,25.49,44.0,-0.948926,8e-06,-0.907786,4e-06,33.84,-9.966,25,30,-1.42765,-0.001037,7.9502348798515845,7.849123095263596
2024-08-09 21:10:24.689059,4718,08/09/2024 21:10:18,6.78,3.62,-3.61,25.23,44.0,-0.948863,8e-06,-0.907743,1.1e-05,33.87,-10.293,25,30,-1.42765,-0.001037,7.951299796949461,7.850188012361472
2024-08-09 21:10:36.561956,4719,08/09/2024 21:10:30,6.78,3.62,-3.61,24.97,44.0,-0.948833,6e-06,-0.9077,7e-06,34.15,-10.307,25,30,-1.42765,-0.001037,7.951806900329401,7.850695115741412
2024-08-09 21:10:48.423701,4720,08/09/2024 21:10:41,6.77,3.62,-3.61,25.23,44.0,-0.948978,1.1e-05,-0.907868,8e-06,33.64,-9.922,25,30,-1.42765,-0.001037,7.949355900659689,7.8482441160717
2024-08-09 21:11:00.281294,4721,08/09/2024 21:10:53,6.78,3.62,-3.61,25.23,44.0,-0.949054,7e-06,-0.90794,9e-06,34.1,-9.577,25,30,-1.42765,-0.001037,7.94807123876384,7.846959454175852
2024-08-09 21:11:12.143915,4722,08/09/2024 21:11:05,6.78,3.62,-3.61,25.23,44.0,-0.948985,7e-06,-0.907882,7e-06,34.28,-9.715,25,30,-1.42765,-0.001037,7.949237576537704,7.848125791949715
2024-08-09 21:11:24.012701,4723,08/09/2024 21:11:17,6.77,3.62,-3.61,25.23,44.0,-0.94892,8e-06,-0.907842,9e-06,34.24,-9.942,25,30,-1.42765,-0.001037,7.950336300527574,7.849224515939585
2024-08-09 21:11:35.864411,4724,08/09/2024 21:11:29,6.78,3.62,-3.61,25.23,44.0,-0.948988,6e-06,-0.907896,6e-06,34.21,-9.668,25,30,-1.42765,-0.001037,7.949186866199708,7.848075081611719
2024-08-09 21:11:47.737180,4725,08/09/2024 21:11:41,6.78,3.62,-3.61,25.23,44.0,-0.949855,3.3e-05,-0.908827,2.3e-05,33.58,-6.509,25,30,-1.42765,-0.001037,7.9345315785194215,7.833419793931433
2024-08-09 21:11:59.610358,4726,08/09/2024 21:11:53,6.77,3.62,-3.61,24.84,44.0,-0.949146,8e-06,-0.908078,1e-05,34.1,-8.922,25,30,-1.42765,-0.001037,7.94651612173202,7.845404337144031
2024-08-09 21:12:11.473860,4727,08/09/2024 21:12:04,6.77,3.62,-3.61,25.49,44.0,-0.949322,9e-06,-0.908268,7e-06,33.59,-8.546,25,30,-1.42765,-0.001037,7.943541115236369,7.84242933064838
2024-08-09 21:12:23.344576,4728,08/09/2024 21:12:16,6.78,3.62,-3.61,25.62,44.0,-0.949242,7e-06,-0.908166,5e-06,33.4,-8.893,25,30,-1.42765,-0.001037,7.944893390916209,7.84378160632822
2024-08-09 21:12:35.202173,4729,08/09/2024 21:12:28,6.78,3.62,-3.61,25.36,44.0,-0.94933,9e-06,-0.908254,3e-06,33.22,-8.545,25,30,-1.42765,-0.001037,7.943405887668384,7.842294103080396
2024-08-09 21:12:47.065064,4730,08/09/2024 21:12:40,6.79,3.62,-3.61,25.23,44.0,-0.949367,8e-06,-0.908314,5e-06,33.84,-8.362,25,30,-1.42765,-0.001037,7.942780460166458,7.841668675578469
2024-08-09 21:12:58.966636,4731,08/09/2024 21:12:52,6.79,3.62,-3.61,25.36,44.0,-0.949404,7e-06,-0.908359,1.3e-05,33.71,-8.247,25,30,-1.42765,-0.001037,7.942155032664529,7.841043248076541
2024-08-09 21:13:10.826914,4732,08/09/2024 21:13:04,6.78,3.62,-3.61,25.23,44.0,-0.94946,8e-06,-0.908412,1e-06,34.21,-8.121,25,30,-1.42765,-0.001037,7.9412084396886415,7.840096655100653
2024-08-09 21:13:22.702065,4733,08/09/2024 21:13:16,6.79,3.62,-3.61,25.23,44.0,-0.949506,6e-06,-0.908476,4e-06,34.38,-7.927,25,30,-1.42765,-0.001037,7.940430881172733,7.839319096584744
2024-08-09 21:13:34.576561,4734,08/09/2024 21:13:28,6.78,3.62,-3.61,25.23,44.0,-0.94954,8e-06,-0.908502,5e-06,33.61,-7.774,25,30,-1.42765,-0.001037,7.939856164008799,7.8387443794208105
2024-08-09 21:13:46.437041,4735,08/09/2024 21:13:39,6.78,3.62,-3.61,25.49,44.0,-0.949736,4.2e-05,-0.908643,8e-06,34.52,-7.344,25,30,-1.42765,-0.001037,7.936543088593186,7.835431304005197
2024-08-09 21:13:58.297285,4736,08/09/2024 21:13:51,6.78,3.62,-3.61,24.97,44.0,-0.949596,6e-06,-0.908566,3e-06,33.38,-7.65,25,30,-1.42765,-0.001037,7.93890957103291,7.837797786444921
2024-08-09 21:14:10.171457,4737,08/09/2024 21:14:03,6.78,3.62,-3.61,25.23,44.0,-0.949586,7e-06,-0.908574,5e-06,33.38,-7.59,25,30,-1.42765,-0.001037,7.939078605492889,7.8379668209049
2024-08-09 21:14:22.026085,4738,08/09/2024 21:14:15,6.78,3.62,-3.61,25.23,44.0,-0.949564,7e-06,-0.908565,3e-06,33.58,-7.567,25,30,-1.42765,-0.001037,7.9394504813048465,7.838338696716858
2024-08-09 21:14:33.891996,4739,08/09/2024 21:14:27,6.78,3.62,-3.61,24.97,44.0,-0.949631,1.1e-05,-0.908636,5e-06,34.11,-7.341,25,30,-1.42765,-0.001037,7.93831795042298,7.837206165834991
2024-08-09 21:14:45.765089,4740,08/09/2024 21:14:39,6.78,3.62,-3.61,25.36,44.0,-0.949663,7e-06,-0.908661,9e-06,33.51,-7.191,25,30,-1.42765,-0.001037,7.937777040151041,7.8366652555630525
2024-08-09 21:14:57.639223,4741,08/09/2024 21:14:51,6.78,3.62,-3.61,25.23,44.0,-0.950151,9e-06,-0.909155,7e-06,33.56,-5.635,25,30,-1.42765,-0.001037,7.929528158504007,7.828416373916018
2024-08-09 21:15:09.534953,4742,08/09/2024 21:15:03,6.78,3.62,-3.61,25.23,44.0,-0.949665,7e-06,-0.908676,6e-06,33.09,-7.08,25,30,-1.42765,-0.001037,7.937743233259046,7.836631448671057
2024-08-09 21:15:21.376856,4743,08/09/2024 21:15:14,6.78,3.62,-3.61,25.49,44.0,-0.949749,1.8e-05,-0.908739,5e-06,33.77,-6.832,25,30,-1.42765,-0.001037,7.936323343795213,7.835211559207225
2024-08-09 21:15:33.239826,4744,08/09/2024 21:15:26,6.79,3.62,-3.61,25.36,44.0,-0.949731,9e-06,-0.908757,7e-06,33.48,-6.969,25,30,-1.42765,-0.001037,7.936627605823177,7.835515821235188
2024-08-09 21:15:45.106026,4745,08/09/2024 21:15:38,6.79,3.62,-3.61,25.23,44.0,-0.949725,7e-06,-0.908757,5e-06,33.71,-6.939,25,30,-1.42765,-0.001037,7.936729026499164,7.835617241911176
2024-08-09 21:15:56.965020,4746,08/09/2024 21:15:50,6.79,3.62,-3.61,25.23,44.0,-0.949691,8e-06,-0.908725,1e-05,33.77,-7.029,25,30,-1.42765,-0.001037,7.937303743663098,7.8361919590751095
2024-08-09 21:16:08.826347,4747,08/09/2024 21:16:02,6.77,3.62,-3.61,25.23,44.0,-0.950099,7e-06,-0.909142,3e-06,33.46,-5.654,25,30,-1.42765,-0.001037,7.930407137695904,7.8292953531079155
2024-08-09 21:16:20.702171,4748,08/09/2024 21:16:14,6.77,3.62,-3.61,25.23,44.0,-0.949594,7e-06,-0.908644,7e-06,34.41,-7.314,25,30,-1.42765,-0.001037,7.938943377924905,7.837831593336916
2024-08-09 21:16:32.575603,4749,08/09/2024 21:16:26,6.78,3.62,-3.61,25.49,44.0,-0.94958,9e-06,-0.908658,5e-06,33.07,-7.24,25,30,-1.42765,-0.001037,7.939180026168878,7.838068241580889
2024-08-09 21:16:44.450455,4750,08/09/2024 21:16:37,6.77,3.62,-3.61,25.23,44.0,-0.949595,5e-06,-0.908663,5e-06,33.58,-7.249,25,30,-1.42765,-0.001037,7.938926474478909,7.83781468989092
2024-08-09 21:16:56.310716,4751,08/09/2024 21:16:49,6.78,3.62,-3.61,25.23,44.0,-0.949579,1.7e-05,-0.908647,4e-06,33.95,-7.229,25,30,-1.42765,-0.001037,7.939196929614877,7.838085145026889
2024-08-09 21:17:08.173736,4752,08/09/2024 21:17:01,6.78,3.62,-3.61,25.36,44.0,-0.949678,8e-06,-0.90874,8e-06,33.5,-7.031,25,30,-1.42765,-0.001037,7.937523488461072,7.836411703873083
2024-08-09 21:17:20.044931,4753,08/09/2024 21:17:13,6.78,3.62,-3.61,25.23,44.0,-0.949676,1.1e-05,-0.908751,6e-06,33.35,-7.026,25,30,-1.42765,-0.001037,7.937557295353069,7.83644551076508
2024-08-09 21:17:31.908993,4754,08/09/2024 21:17:25,6.79,3.62,-3.61,25.36,44.0,-0.94967,9e-06,-0.908763,8e-06,33.54,-7.059,25,30,-1.42765,-0.001037,7.937658716029056,7.836546931441068
2024-08-09 21:17:43.781679,4755,08/09/2024 21:17:37,6.79,3.62,-3.61,25.36,44.0,-0.949594,5e-06,-0.908687,9e-06,33.4,-7.225,25,30,-1.42765,-0.001037,7.938943377924905,7.837831593336916
2024-08-09 21:17:55.652756,4756,08/09/2024 21:17:49,6.8,3.62,-3.61,25.23,44.0,-0.949594,9e-06,-0.908687,3e-06,33.92,-7.219,25,30,-1.42765,-0.001037,7.938943377924905,7.837831593336916
2024-08-09 21:18:07.547899,4757,08/09/2024 21:18:01,6.79,3.62,-3.61,25.36,44.0,-0.949636,8e-06,-0.90874,4e-06,33.06,-7.168,25,30,-1.42765,-0.001037,7.9382334331929885,7.837121648605
2024-08-09 21:18:19.422487,4758,08/09/2024 21:18:12,6.78,3.62,-3.61,25.23,44.0,-0.949626,1e-05,-0.908745,9e-06,34.02,-7.249,25,30,-1.42765,-0.001037,7.93840246765297,7.837290683064981
2024-08-09 21:18:31.297170,4759,08/09/2024 21:18:24,6.78,3.62,-3.61,24.97,44.0,-0.949652,5e-06,-0.908772,7e-06,33.37,-7.233,25,30,-1.42765,-0.001037,7.93796297805702,7.836851193469031
2024-08-09 21:18:43.142431,4760,08/09/2024 21:18:36,6.78,3.62,-3.61,25.23,44.0,-0.949731,4e-06,-0.908851,8e-06,34.23,-6.963,25,30,-1.42765,-0.001037,7.936627605823177,7.835515821235188
2024-08-09 21:18:55.019474,4761,08/09/2024 21:18:48,6.79,3.62,-3.61,25.36,44.0,-0.949692,1.3e-05,-0.908826,7e-06,33.68,-7.062,25,30,-1.42765,-0.001037,7.937286840217101,7.836175055629112
2024-08-09 21:19:06.872711,4762,08/09/2024 21:19:00,6.78,3.62,-3.61,25.23,44.0,-0.949702,9e-06,-0.908835,4e-06,33.45,-7.017,25,30,-1.42765,-0.001037,7.9371178057571194,7.836006021169131
2024-08-09 21:19:18.736064,4763,08/09/2024 21:19:12,6.78,3.62,-3.61,25.1,44.0,-0.949776,8e-06,-0.908912,4e-06,33.81,-6.885,25,30,-1.42765,-0.001037,7.935866950753266,7.8347551661652775
2024-08-09 21:19:30.596212,4764,08/09/2024 21:19:24,6.79,3.62,-3.61,25.23,44.0,-0.949785,6e-06,-0.908931,7e-06,34.15,-6.81,25,30,-1.42765,-0.001037,7.935714819739284,7.834603035151296
2024-08-09 21:19:42.453433,4765,08/09/2024 21:19:35,6.78,3.62,-3.61,25.23,44.0,-0.949756,1e-05,-0.908924,7e-06,33.71,-6.725,25,30,-1.42765,-0.001037,7.936205019673225,7.835093235085236
2024-08-09 21:19:54.311757,4766,08/09/2024 21:19:47,6.78,3.62,-3.61,24.97,44.0,-0.949921,1.3e-05,-0.909065,1.4e-05,33.69,-6.409,25,30,-1.42765,-0.001037,7.9334159510835525,7.832304166495564
2024-08-09 21:20:06.171189,4767,08/09/2024 21:19:59,6.79,3.62,-3.61,25.23,44.0,-0.949832,1.6e-05,-0.909011,1e-05,33.24,-6.393,25,30,-1.42765,-0.001037,7.934920357777377,7.833808573189388
2024-08-09 21:20:18.031460,4768,08/09/2024 21:20:11,6.8,3.62,-3.61,25.36,44.0,-0.950012,1e-05,-0.909222,6e-06,33.94,-5.736,25,30,-1.42765,-0.001037,7.931877737497733,7.830765952909744
2024-08-09 21:20:29.892770,4769,08/09/2024 21:20:23,6.78,3.62,-3.61,25.23,44.0,-0.949847,9e-06,-0.909034,4e-06,33.59,-6.286,25,30,-1.42765,-0.001037,7.934666806087406,7.833555021499417
2024-08-09 21:20:41.751695,4770,08/09/2024 21:20:35,6.79,3.62,-3.61,25.36,44.0,-0.950203,2e-05,-0.909314,1.7e-05,33.9,-5.429,25,30,-1.42765,-0.001037,7.928649179312109,7.8275373947241205
2024-08-09 21:20:53.619227,4771,08/09/2024 21:20:47,6.78,3.62,-3.61,25.49,44.0,-0.950239,7e-06,-0.909447,5e-06,33.51,-4.799,25,30,-1.42765,-0.001037,7.928040655256182,7.826928870668193
2024-08-09 21:21:05.493340,4772,08/09/2024 21:20:58,6.78,3.62,-3.61,25.23,44.0,-0.950248,9e-06,-0.90944,7e-06,33.92,-4.761,25,30,-1.42765,-0.001037,7.927888524242198,7.82677673965421
2024-08-09 21:21:32.972021,4773,08/09/2024 21:21:26,6.79,3.62,-3.61,25.49,44.0,-0.950284,5e-06,-0.909486,7e-06,33.06,-4.811,25,30,-1.42765,-0.001037,7.927280000186269,7.826168215598281
2024-08-09 21:22:25.542432,4774,08/09/2024 21:22:19,6.78,3.62,-3.61,25.49,45.0,-0.950226,6e-06,-0.909464,6e-06,33.61,-4.715,25,30,-1.42765,-0.001037,7.928260400054154,7.827148615466165
2024-08-09 21:52:27.419639,4775,08/09/2024 21:52:20,6.9,3.62,-3.61,24.97,45.0,-0.950738,8e-06,-0.910923,1e-05,33.64,-1.844,25,30,-1.42765,-0.001037,7.919605835703167,7.818494051115178
2024-08-09 22:22:29.292244,4776,08/09/2024 22:22:22,6.9,3.62,-3.61,24.97,45.0,-0.950501,8e-06,-0.911307,9e-06,33.35,-1.766,25,30,-1.42765,-0.001037,7.9236119524046975,7.822500167816709
2024-08-09 22:52:31.182606,4777,08/09/2024 22:52:24,6.9,3.62,-3.61,24.2,45.0,-0.950398,9e-06,-0.911827,5e-06,33.3,-1.349,25,30,-1.42765,-0.001037,7.925353007342495,7.824241222754506
2024-08-09 23:22:33.056977,4778,08/09/2024 23:22:26,6.89,3.62,-3.61,24.2,45.0,-0.950203,9e-06,-0.912187,8e-06,33.63,-0.903,25,30,-1.42765,-0.001037,7.928649179312109,7.8275373947241205
2024-08-09 23:52:34.918016,4779,08/09/2024 23:52:28,6.89,3.62,-3.61,24.07,45.0,-0.950066,7e-06,-0.912664,5e-06,33.71,-0.749,25,30,-1.42765,-0.001037,7.930964951413839,7.82985316682585
2024-08-10 00:22:36.814594,4780,08/10/2024 00:22:30,6.88,3.62,-3.61,23.94,45.0,-0.949797,8e-06,-0.912927,8e-06,34.0,-0.732,25,30,-1.42765,-0.001037,7.935511978387308,7.834400193799319
2024-08-10 00:52:38.711791,4781,08/10/2024 00:52:32,6.88,3.62,-3.61,23.68,45.0,-0.94961,6e-06,-0.913192,1.1e-05,33.92,-0.718,25,30,-1.42765,-0.001037,7.938672922788938,7.837561138200949
2024-08-10 01:22:40.579123,4782,08/10/2024 01:22:33,6.88,3.62,-3.61,23.43,45.0,-0.949406,8e-06,-0.913384,6e-06,33.92,-0.713,25,30,-1.42765,-0.001037,7.942121225772534,7.8410094411845455
2024-08-10 01:52:42.441764,4783,08/10/2024 01:52:35,6.9,3.62,-3.61,23.68,45.0,-0.949244,9e-06,-0.913604,5e-06,33.9,-0.71,25,30,-1.42765,-0.001037,7.944859584024214,7.843747799436225
2024-08-10 02:22:44.303688,4784,08/10/2024 02:22:37,6.89,3.62,-3.61,23.43,45.0,-0.948987,1.1e-05,-0.913653,6e-06,33.81,-0.71,25,30,-1.42765,-0.001037,7.949203769645707,7.848091985057718
2024-08-10 02:52:46.172425,4785,08/10/2024 02:52:39,6.88,3.62,-3.61,23.04,45.0,-0.948809,8e-06,-0.913749,5e-06,33.38,-0.684,25,30,-1.42765,-0.001037,7.952212583033355,7.8511007984453665
2024-08-10 03:22:48.042495,4786,08/10/2024 03:22:41,6.9,3.62,-3.61,23.43,45.0,-0.948598,8e-06,-0.913822,7e-06,33.09,-0.692,25,30,-1.42765,-0.001037,7.955779210138936,7.854667425550947
2024-08-10 03:52:49.912366,4787,08/10/2024 03:52:43,6.88,3.62,-3.61,23.43,45.0,-0.948443,8e-06,-0.913918,4e-06,33.46,-0.694,25,30,-1.42765,-0.001037,7.958399244268631,7.857287459680642
2024-08-10 04:22:51.768567,4788,08/10/2024 04:22:45,6.87,3.62,-3.61,23.17,45.0,-0.948367,8e-06,-0.914081,8e-06,33.5,-0.691,25,30,-1.42765,-0.001037,7.959683906164481,7.8585721215764925
2024-08-10 04:52:53.621971,4789,08/10/2024 04:52:46,6.88,3.62,-3.61,22.91,45.0,-0.948215,9e-06,-0.914139,4e-06,33.46,-0.687,25,30,-1.42765,-0.001037,7.96225322995618,7.861141445368191
2024-08-10 05:22:55.522744,4790,08/10/2024 05:22:48,6.87,3.62,-3.61,23.17,45.0,-0.948106,7e-06,-0.914229,7e-06,33.19,-0.684,25,30,-1.42765,-0.001037,7.964095705569966,7.862983920981978
2024-08-10 05:52:57.391886,4791,08/10/2024 05:52:50,6.87,3.62,-3.61,23.17,45.0,-0.947974,6e-06,-0.914281,5e-06,34.13,-0.681,25,30,-1.42765,-0.001037,7.966326960441704,7.865215175853716
